1	2.247	0.143
2	2.091	0.246
3	2.165	0.548
1	2.247	0.144
2	2.09	0.244
3	2.163	0.55
1	2.246	0.147
2	2.089	0.238
3	2.165	0.548
1	2.249	0.146
2	2.088	0.235
3	2.167	0.544
1	2.252	0.143
2	2.088	0.238
3	2.168	0.542
1	2.255	0.138
2	2.089	0.242
3	2.168	0.54
1	2.258	0.129
2	2.092	0.246
3	2.167	0.54
1	2.261	0.121
2	2.09	0.254
3	2.165	0.54
1	2.263	0.115
2	2.089	0.261
3	2.164	0.54
1	2.265	0.109
2	2.086	0.269
3	2.161	0.549
1	2.264	0.101
2	2.084	0.274
3	2.16	0.555
1	2.264	0.096
2	2.081	0.276
3	2.159	0.561
1	2.263	0.09
2	2.08	0.277
3	2.162	0.563
1	2.263	0.086
2	2.081	0.276
3	2.163	0.564
1	2.263	0.082
2	2.082	0.275
3	2.164	0.564
1	2.259	0.089
2	2.082	0.274
3	2.162	0.568
1	2.255	0.096
2	2.087	0.283
3	2.159	0.57
1	2.251	0.104
2	2.092	0.292
3	2.157	0.57
1	2.249	0.109
2	2.091	0.299
3	2.155	0.57
1	2.25	0.113
2	2.09	0.307
3	2.154	0.57
1	2.255	0.114
2	2.089	0.312
3	2.153	0.578
1	2.261	0.113
2	2.086	0.318
3	2.151	0.584
1	2.264	0.113
2	2.086	0.312
3	2.176	0.578
1	2.269	0.112
2	2.086	0.305
3	2.192	0.559
1	2.288	0.107
2	2.087	0.298
3	2.211	0.53
1	2.309	0.1
2	2.088	0.294
3	2.233	0.477
1	2.327	0.139
2	2.088	0.291
3	2.258	0.408
1	2.34	0.195
2	2.089	0.292
3	2.28	0.35
1	2.339	0.265
2	2.089	0.289
3	2.299	0.301
1	2.336	0.327
2	2.088	0.285
3	2.312	0.27
1	2.334	0.378
2	2.086	0.282
3	2.325	0.236
1	2.327	0.423
2	2.081	0.282
3	2.334	0.212
1	2.319	0.462
2	2.072	0.28
3	2.342	0.19
1	2.313	0.488
2	2.055	0.268
3	2.35	0.223
1	2.305	0.516
2	2.039	0.192
3	2.356	0.266
1	2.298	0.54
2	2.026	0.108
3	2.362	0.289
1	2.289	0.559
2	1.987	0.086
3	2.369	0.315
1	2.287	0.572
2	1.94	0.075
3	2.376	0.35
1	2.287	0.579
2	1.9	0.103
3	2.381	0.383
1	2.287	0.581
2	1.863	0.126
3	2.39	0.41
1	2.282	0.589
2	1.812	0.201
3	2.397	0.468
1	2.263	0.61
2	1.776	0.249
3	2.402	0.505
1	2.247	0.632
2	1.733	0.304
3	2.409	0.547
1	2.231	0.654
2	1.669	0.379
3	2.417	0.583
1	2.221	0.668
2	1.609	0.444
3	2.416	0.621
1	2.215	0.678
2	1.573	0.481
3	2.428	0.64
1	2.227	0.668
2	1.541	0.512
3	2.445	0.645
1	2.237	0.664
2	1.52	0.555
3	2.465	0.72
1	2.246	0.674
2	1.495	0.662
3	2.482	0.804
1	2.261	0.676
2	1.491	0.731
3	2.498	0.874
1	2.272	0.675
2	1.493	0.804
3	2.549	0.932
1	2.285	0.674
2	1.495	0.885
3	2.593	0.99
1	2.299	0.68
2	1.521	0.941
3	2.622	1.034
1	2.316	0.703
2	1.549	1.005
3	2.657	1.083
1	2.327	0.723
2	1.566	1.059
3	2.692	1.133
1	2.326	0.744
2	1.607	1.076
3	2.737	1.199
1	2.324	0.757
2	1.652	1.082
3	2.802	1.254
1	2.339	0.769
2	1.692	1.086
3	2.833	1.33
1	2.353	0.779
2	1.723	1.084
3	2.834	1.398
1	2.366	0.788
2	1.76	1.064
3	2.815	1.502
1	2.377	0.815
2	1.792	1.029
3	2.797	1.598
1	2.392	0.838
2	1.81	1.012
3	2.793	1.677
1	2.406	0.852
2	1.826	0.966
3	2.751	1.783
1	2.415	0.877
2	1.836	0.928
3	2.715	1.861
1	2.416	0.905
2	1.84	0.865
3	2.657	1.952
1	2.432	0.906
2	1.82	0.83
3	2.606	2.031
1	2.447	0.937
2	1.741	0.864
3	2.558	2.097
1	2.462	0.99
2	1.672	0.878
3	2.455	2.237
1	2.496	1.024
2	1.61	0.876
3	2.364	2.354
1	2.548	1.05
2	1.563	0.874
3	2.303	2.429
1	2.605	1.06
2	1.489	0.873
3	2.18	2.567
1	2.637	1.13
2	1.396	0.901
3	2.071	2.685
1	2.648	1.243
2	1.285	0.966
3	1.975	2.785
1	2.705	1.338
2	1.181	1.057
3	1.826	2.937
1	2.743	1.399
2	1.078	1.187
3	1.694	3.058
1	2.776	1.548
2	1	1.307
3	1.605	3.131
1	2.816	1.686
2	0.907	1.444
3	1.528	3.188
1	2.86	1.813
2	0.847	1.558
3	1.501	3.227
1	2.9	1.919
2	0.813	1.677
3	1.507	3.26
1	2.934	2.035
2	0.792	1.784
3	1.34	3.47
1	2.957	2.116
2	0.795	1.853
3	1.24	3.604
1	3.022	2.208
2	0.773	1.977
3	1.153	3.757
1	3.055	2.321
2	0.728	2.124
3	1.073	3.888
1	3.077	2.427
2	0.689	2.246
3	1.002	3.998
1	3.096	2.515
2	0.654	2.349
3	0.939	4.113
1	3.1	2.592
2	0.692	2.435
3	0.884	4.276
1	3.101	2.693
2	0.704	2.508
3	0.843	4.379
1	3.128	2.878
2	0.681	2.637
3	0.799	4.498
1	3.152	3.034
2	0.629	2.778
3	0.778	4.597
1	3.177	3.164
2	0.553	2.928
3	0.857	4.578
1	3.153	3.32
2	0.486	3.131
3	0.947	4.531
1	3.127	3.431
2	0.441	3.315
3	1	4.491
1	3.114	3.557
2	0.441	3.562
3	1.027	4.494
1	3.156	3.662
2	0.475	3.78
3	1.038	4.515
1	3.173	3.769
2	0.523	3.962
3	1.149	4.408
1	3.186	3.859
2	0.57	4.108
3	1.279	4.28
1	3.19	3.933
2	0.626	4.213
3	1.391	4.176
1	3.164	4.011
2	0.663	4.28
3	1.462	4.114
1	3.132	4.1
2	0.725	4.339
3	1.547	4.036
1	3.047	4.145
2	0.795	4.372
3	1.622	3.966
1	2.953	4.174
2	0.856	4.411
3	1.724	3.837
1	2.856	4.209
2	0.911	4.477
3	1.829	3.713
1	2.729	4.273
2	0.979	4.531
3	1.935	3.595
1	2.643	4.313
2	1.029	4.566
3	2.019	3.465
1	2.53	4.359
2	1.151	4.542
3	2.128	3.309
1	2.427	4.368
2	1.258	4.566
3	2.205	3.178
1	2.324	4.366
2	1.353	4.628
3	2.297	3.043
1	2.195	4.405
2	1.495	4.68
3	2.387	2.917
1	2.07	4.404
2	1.621	4.723
3	2.469	2.799
1	1.986	4.393
2	1.705	4.751
3	2.524	2.718
1	1.885	4.38
2	1.818	4.769
3	2.589	2.622
1	1.812	4.347
2	1.95	4.772
3	2.644	2.543
1	1.7	4.32
2	2.096	4.763
3	2.692	2.476
1	1.585	4.297
2	2.224	4.758
3	2.664	2.482
1	1.464	4.3
2	2.309	4.755
3	2.495	2.618
1	1.369	4.316
2	2.408	4.751
3	2.443	2.602
1	1.232	4.335
2	2.495	4.734
3	2.564	2.408
1	1.158	4.302
2	2.55	4.72
3	2.666	2.245
1	1.135	4.229
2	2.578	4.708
3	2.743	2.108
1	1.117	4.12
2	2.663	4.584
3	2.799	2.018
1	1.1	4.015
2	2.735	4.478
3	2.866	1.913
1	1.09	3.947
2	2.821	4.357
3	2.914	1.779
1	1.022	3.859
2	2.896	4.255
3	2.95	1.666
1	0.952	3.754
2	2.983	4.117
3	2.967	1.569
1	0.889	3.658
2	3.056	3.984
3	2.982	1.483
1	0.833	3.555
2	3.098	3.899
3	2.993	1.428
1	0.795	3.456
2	3.161	3.788
3	2.989	1.382
1	0.746	3.322
2	3.23	3.682
3	2.982	1.348
1	0.69	3.21
2	3.285	3.532
3	2.975	1.218
1	0.657	3.089
2	3.322	3.406
3	2.935	1.113
1	0.672	2.914
2	3.322	3.301
3	2.868	1.029
1	0.685	2.768
2	3.322	3.233
3	2.796	1.003
1	0.694	2.674
2	3.356	3.12
3	2.711	0.974
1	0.685	2.583
2	3.387	3.025
3	2.604	0.942
1	0.66	2.522
2	3.394	2.849
3	2.51	0.917
1	0.636	2.427
2	3.405	2.696
3	2.377	0.913
1	0.615	2.348
2	3.417	2.566
3	2.276	0.914
1	0.597	2.283
2	3.426	2.483
3	2.156	0.886
1	0.643	2.179
2	3.426	2.319
3	2.041	0.862
1	0.697	2.06
2	3.426	2.176
3	1.93	0.843
1	0.768	1.991
2	3.427	2.04
3	1.771	0.869
1	0.831	1.933
2	3.4	1.89
3	1.631	0.903
1	0.874	1.885
2	3.375	1.785
3	1.537	0.934
1	0.907	1.85
2	3.363	1.648
3	1.428	0.987
1	0.952	1.804
2	3.351	1.534
3	1.335	1.047
1	0.992	1.782
2	3.331	1.425
3	1.236	1.115
1	1.028	1.768
2	3.304	1.33
3	1.132	1.188
1	1.079	1.757
2	3.28	1.239
3	1.087	1.302
1	1.159	1.71
2	3.263	1.171
3	1.047	1.44
1	1.238	1.654
2	3.214	1.095
3	1.024	1.562
1	1.332	1.59
2	3.161	1.031
3	1.003	1.704
1	1.415	1.556
2	3.062	1.022
3	0.998	1.834
1	1.488	1.535
2	2.976	1.015
3	1.033	1.943
1	1.562	1.51
2	2.899	1.004
3	1.056	2.013
1	1.653	1.471
2	2.848	0.985
3	1.083	2.103
1	1.714	1.445
2	2.771	0.963
3	1.107	2.208
1	1.788	1.417
2	2.674	0.941
3	1.154	2.296
1	1.886	1.375
2	2.544	0.913
3	1.21	2.429
1	1.984	1.336
2	2.429	0.889
3	1.252	2.557
1	2.085	1.368
2	2.352	0.874
3	1.334	2.702
1	2.184	1.414
2	2.19	0.912
3	1.416	2.824
1	2.262	1.444
2	2.043	0.945
3	1.488	2.925
1	2.357	1.476
2	1.91	0.972
3	1.522	3.076
1	2.443	1.5
2	1.765	1.023
3	1.538	3.202
1	2.517	1.52
2	1.63	1.074
3	1.557	3.346
1	2.58	1.539
2	1.539	1.085
3	1.634	3.471
1	2.635	1.556
2	1.431	1.043
3	1.701	3.576
1	2.671	1.617
2	1.335	1.008
3	1.794	3.664
1	2.71	1.691
2	1.216	1.026
3	1.881	3.743
1	2.734	1.764
2	1.095	1.058
3	1.929	3.804
1	2.779	1.841
2	1.014	1.078
3	2.013	3.891
1	2.828	1.909
2	0.92	1.171
3	2.16	4.009
1	2.854	1.986
2	0.844	1.271
3	2.291	4.108
1	2.871	2.035
2	0.791	1.354
3	2.405	4.191
1	2.899	2.09
2	0.725	1.49
3	2.506	4.26
1	2.96	2.137
2	0.665	1.629
3	2.586	4.304
1	3.028	2.176
2	0.633	1.728
3	2.663	4.365
1	3.089	2.209
2	0.575	1.862
3	2.683	4.445
1	3.126	2.284
2	0.518	1.998
3	2.7	4.524
1	3.118	2.434
2	0.468	2.162
3	2.697	4.59
1	3.107	2.605
2	0.429	2.303
3	2.683	4.632
1	3.126	2.798
2	0.409	2.433
3	2.671	4.616
1	3.142	2.959
2	0.396	2.516
3	2.662	4.573
1	3.157	3.094
2	0.356	2.636
3	2.654	4.511
1	3.142	3.22
2	0.312	2.762
3	2.648	4.46
1	3.108	3.387
2	0.267	2.892
3	2.643	4.426
1	3.149	3.529
2	0.306	3
3	2.617	4.389
1	3.178	3.648
2	0.326	3.082
3	2.535	4.349
1	3.186	3.748
2	0.333	3.207
3	2.463	4.29
1	3.161	3.869
2	0.316	3.336
3	2.379	4.24
1	3.138	3.956
2	0.294	3.451
3	2.3	4.198
1	3.11	4.054
2	0.275	3.548
3	2.284	4.117
1	3.085	4.122
2	0.262	3.626
3	2.265	4.025
1	3.055	4.175
2	0.271	3.716
3	2.248	3.908
1	3.02	4.219
2	0.351	3.791
3	2.234	3.775
1	2.961	4.269
2	0.376	3.901
