1	2.247	0.143
2	2.091	0.246
3	2.165	0.548
4	2.722	0.577
5	2.163	0.515
6	2.095	0.108
7	2.112	0.477
8	2.132	0.327
9	2.252	0.348
1	2.247	0.144
2	2.09	0.244
3	2.163	0.55
4	2.721	0.579
5	2.162	0.517
6	2.095	0.106
7	2.112	0.477
8	2.128	0.331
9	2.251	0.348
1	2.246	0.147
2	2.089	0.238
3	2.165	0.548
4	2.718	0.582
5	2.16	0.519
6	2.096	0.126
7	2.112	0.478
8	2.118	0.361
9	2.248	0.347
1	2.249	0.146
2	2.088	0.235
3	2.167	0.544
4	2.719	0.58
5	2.157	0.527
6	2.096	0.162
7	2.111	0.48
8	2.105	0.394
9	2.246	0.345
1	2.252	0.143
2	2.088	0.238
3	2.168	0.542
4	2.721	0.578
5	2.153	0.536
6	2.096	0.186
7	2.111	0.481
8	2.096	0.417
9	2.245	0.343
1	2.255	0.138
2	2.089	0.242
3	2.168	0.54
4	2.721	0.576
5	2.15	0.543
6	2.096	0.213
7	2.111	0.48
8	2.091	0.43
9	2.244	0.347
1	2.258	0.129
2	2.092	0.246
3	2.167	0.54
4	2.713	0.575
5	2.148	0.548
6	2.096	0.27
7	2.111	0.479
8	2.084	0.445
9	2.242	0.355
1	2.261	0.121
2	2.09	0.254
3	2.165	0.54
4	2.704	0.574
5	2.145	0.553
6	2.096	0.35
7	2.111	0.478
8	2.094	0.441
9	2.241	0.362
1	2.263	0.115
2	2.089	0.261
3	2.164	0.54
4	2.695	0.574
5	2.143	0.557
6	2.096	0.417
7	2.11	0.48
8	2.116	0.422
9	2.24	0.368
1	2.265	0.109
2	2.086	0.269
3	2.161	0.549
4	2.687	0.574
5	2.141	0.56
6	2.096	0.46
7	2.109	0.483
8	2.136	0.45
9	2.239	0.373
1	2.264	0.101
2	2.084	0.274
3	2.16	0.555
4	2.679	0.573
5	2.14	0.562
6	2.096	0.509
7	2.108	0.485
8	2.149	0.467
9	2.239	0.378
1	2.264	0.096
2	2.081	0.276
3	2.159	0.561
4	2.671	0.573
5	2.139	0.564
6	2.097	0.55
7	2.107	0.487
8	2.165	0.488
9	2.24	0.381
1	2.263	0.09
2	2.08	0.277
3	2.162	0.563
4	2.665	0.573
5	2.139	0.565
6	2.097	0.523
7	2.106	0.49
8	2.184	0.423
9	2.241	0.385
1	2.263	0.086
2	2.081	0.276
3	2.163	0.564
4	2.652	0.574
5	2.138	0.566
6	2.096	0.445
7	2.109	0.494
8	2.201	0.37
9	2.241	0.4
1	2.263	0.082
2	2.082	0.275
3	2.164	0.564
4	2.621	0.58
5	2.135	0.599
6	2.095	0.381
7	2.112	0.498
8	2.215	0.325
9	2.244	0.412
1	2.259	0.089
2	2.082	0.274
3	2.162	0.568
4	2.593	0.585
5	2.132	0.63
6	2.095	0.339
7	2.114	0.501
8	2.23	0.294
9	2.248	0.422
1	2.255	0.096
2	2.087	0.283
3	2.159	0.57
4	2.572	0.555
5	2.129	0.65
6	2.097	0.292
7	2.116	0.503
8	2.239	0.276
9	2.253	0.426
1	2.251	0.104
2	2.092	0.292
3	2.157	0.57
4	2.556	0.498
5	2.131	0.673
6	2.098	0.252
7	2.117	0.505
8	2.251	0.256
9	2.254	0.455
1	2.249	0.109
2	2.091	0.299
3	2.155	0.57
4	2.55	0.456
5	2.142	0.692
6	2.1	0.246
7	2.118	0.505
8	2.262	0.237
9	2.241	0.546
1	2.25	0.113
2	2.09	0.307
3	2.154	0.57
4	2.544	0.407
5	2.153	0.708
6	2.104	0.315
7	2.118	0.503
8	2.273	0.225
9	2.23	0.621
1	2.255	0.114
2	2.089	0.312
3	2.153	0.578
4	2.546	0.359
5	2.162	0.721
6	2.108	0.358
7	2.118	0.534
8	2.283	0.224
9	2.219	0.684
1	2.261	0.113
2	2.086	0.318
3	2.151	0.584
4	2.55	0.327
5	2.2	0.802
6	2.112	0.407
7	2.119	0.559
8	2.289	0.224
9	2.21	0.736
1	2.264	0.113
2	2.086	0.312
3	2.176	0.578
4	2.554	0.33
5	2.226	0.874
6	2.115	0.437
7	2.119	0.58
8	2.297	0.224
9	2.209	0.77
1	2.269	0.112
2	2.086	0.305
3	2.192	0.559
4	2.541	0.338
5	2.257	0.956
6	2.119	0.462
7	2.13	0.589
8	2.305	0.224
9	2.211	0.809
1	2.288	0.107
2	2.087	0.298
3	2.211	0.53
4	2.515	0.349
5	2.284	1.025
6	2.123	0.483
7	2.144	0.6
8	2.312	0.225
9	2.226	0.841
1	2.309	0.1
2	2.088	0.294
3	2.233	0.477
4	2.49	0.361
5	2.308	1.083
6	2.129	0.501
7	2.156	0.609
8	2.317	0.227
9	2.254	0.869
1	2.327	0.139
2	2.088	0.291
3	2.258	0.408
4	2.469	0.345
5	2.329	1.131
6	2.127	0.542
7	2.177	0.656
8	2.321	0.228
9	2.291	0.891
1	2.34	0.195
2	2.089	0.292
3	2.28	0.35
4	2.45	0.262
5	2.347	1.187
6	2.122	0.607
7	2.2	0.707
8	2.323	0.229
9	2.323	0.91
1	2.339	0.265
2	2.089	0.289
3	2.299	0.301
4	2.433	0.193
5	2.36	1.234
6	2.133	0.662
7	2.215	0.74
8	2.326	0.23
9	2.351	1.006
1	2.336	0.327
2	2.088	0.285
3	2.312	0.27
4	2.418	0.148
5	2.386	1.279
6	2.153	0.697
7	2.248	0.761
8	2.324	0.311
9	2.389	1.166
1	2.334	0.378
2	2.086	0.282
3	2.325	0.236
4	2.398	0.098
5	2.441	1.295
6	2.18	0.735
7	2.283	0.793
8	2.321	0.378
9	2.407	1.315
1	2.327	0.423
2	2.081	0.282
3	2.334	0.212
4	2.361	0.075
5	2.49	1.309
6	2.197	0.797
7	2.317	0.872
8	2.319	0.422
9	2.423	1.463
1	2.319	0.462
2	2.072	0.28
3	2.342	0.19
4	2.329	0.056
5	2.533	1.32
6	2.219	0.867
7	2.346	0.937
8	2.307	0.421
9	2.456	1.595
1	2.313	0.488
2	2.055	0.268
3	2.35	0.223
4	2.301	0.042
5	2.552	1.302
6	2.237	0.925
7	2.37	0.995
8	2.285	0.421
9	2.538	1.705
1	2.305	0.516
2	2.039	0.192
3	2.356	0.266
4	2.25	0.03
5	2.569	1.287
6	2.26	0.99
7	2.38	1.038
8	2.266	0.42
9	2.591	1.778
1	2.298	0.54
2	2.026	0.108
3	2.362	0.289
4	2.2	0.038
5	2.583	1.247
6	2.282	1.048
7	2.392	1.087
8	2.249	0.42
9	2.652	1.863
1	2.289	0.559
2	1.987	0.086
3	2.369	0.315
4	2.102	0.089
5	2.596	1.19
6	2.296	1.086
7	2.403	1.128
8	2.166	0.457
9	2.729	1.94
1	2.287	0.572
2	1.94	0.075
3	2.376	0.35
4	2.015	0.131
5	2.608	1.143
6	2.355	1.117
7	2.479	1.201
8	2.092	0.488
9	2.814	2.005
1	2.287	0.579
2	1.9	0.103
3	2.381	0.383
4	1.923	0.185
5	2.58	1.103
6	2.413	1.14
7	2.546	1.263
8	2.043	0.508
9	2.833	2.136
1	2.287	0.581
2	1.863	0.126
3	2.39	0.41
4	1.827	0.249
5	2.551	1.077
6	2.465	1.158
7	2.591	1.302
8	1.979	0.531
9	2.845	2.22
1	2.282	0.589
2	1.812	0.201
3	2.397	0.468
4	1.762	0.29
5	2.463	1.094
6	2.514	1.174
7	2.644	1.431
8	1.907	0.566
9	2.896	2.316
1	2.263	0.61
2	1.776	0.249
3	2.402	0.505
4	1.681	0.342
5	2.385	1.108
6	2.553	1.193
7	2.712	1.539
8	1.806	0.777
9	2.951	2.449
1	2.247	0.632
2	1.733	0.304
3	2.409	0.547
4	1.595	0.401
5	2.317	1.119
6	2.576	1.209
7	2.791	1.629
8	1.717	0.953
9	3	2.609
1	2.231	0.654
2	1.669	0.379
3	2.417	0.583
4	1.52	0.451
5	2.256	1.129
6	2.603	1.227
7	2.821	1.761
8	1.694	1.054
9	3.043	2.742
1	2.221	0.668
2	1.609	0.444
3	2.416	0.621
4	1.445	0.502
5	2.167	1.142
6	2.623	1.271
7	2.848	1.893
8	1.719	1.085
9	3.081	2.881
1	2.215	0.678
2	1.573	0.481
3	2.428	0.64
4	1.353	0.571
5	2.079	1.12
6	2.629	1.389
7	2.866	1.994
8	1.749	1.122
9	3.106	2.971
1	2.227	0.668
2	1.541	0.512
3	2.445	0.645
4	1.296	0.611
5	1.974	1.095
6	2.634	1.487
7	2.887	2.109
8	1.775	1.152
9	3.136	3.072
1	2.237	0.664
2	1.52	0.555
3	2.465	0.72
4	1.243	0.644
5	1.881	1.075
6	2.641	1.572
7	2.906	2.203
8	1.82	1.191
9	3.177	3.207
1	2.246	0.674
2	1.495	0.662
3	2.482	0.804
4	1.195	0.672
5	1.799	1.057
6	2.65	1.635
7	2.922	2.277
8	1.866	1.227
9	3.218	3.334
1	2.261	0.676
2	1.491	0.731
3	2.498	0.874
4	1.153	0.674
5	1.723	1.043
6	2.661	1.706
7	2.87	2.403
8	1.881	1.269
9	3.254	3.44
1	2.272	0.675
2	1.493	0.804
3	2.549	0.932
4	1.114	0.662
5	1.664	1.047
6	2.647	1.791
7	2.81	2.509
8	1.888	1.326
9	3.284	3.528
1	2.285	0.674
2	1.495	0.885
3	2.593	0.99
4	1.081	0.636
5	1.573	1.083
6	2.567	1.989
7	2.761	2.576
8	1.894	1.375
9	3.305	3.58
1	2.299	0.68
2	1.521	0.941
3	2.622	1.034
4	1.058	0.619
5	1.512	1.095
6	2.497	2.155
7	2.702	2.653
8	1.881	1.302
9	3.331	3.639
1	2.316	0.703
2	1.549	1.005
3	2.657	1.083
4	0.932	0.703
5	1.464	1.098
6	2.449	2.261
7	2.65	2.709
8	1.856	1.195
9	3.345	3.689
1	2.327	0.723
2	1.566	1.059
3	2.692	1.133
4	0.82	0.772
5	1.421	1.101
6	2.45	2.382
7	2.588	2.733
8	1.835	1.105
9	3.365	3.731
1	2.326	0.744
2	1.607	1.076
3	2.737	1.199
4	0.723	0.831
5	1.397	1.125
6	2.423	2.512
7	2.532	2.753
8	1.811	1.048
9	3.412	3.765
1	2.324	0.757
2	1.652	1.082
3	2.802	1.254
4	0.671	0.843
5	1.384	1.146
6	2.375	2.647
7	2.495	2.766
8	1.739	1.032
9	3.442	3.789
1	2.339	0.769
2	1.692	1.086
3	2.833	1.33
4	0.641	0.837
5	1.368	1.169
6	2.332	2.809
7	2.424	2.765
8	1.676	1.019
9	3.479	3.809
1	2.353	0.779
2	1.723	1.084
3	2.834	1.398
4	0.631	0.821
5	1.362	1.185
6	2.325	2.941
7	2.313	2.813
8	1.632	1.089
9	3.511	3.82
1	2.366	0.788
2	1.76	1.064
3	2.815	1.502
4	0.62	0.848
5	1.359	1.196
6	2.343	3.023
7	2.187	2.885
8	1.589	1.147
9	3.567	3.799
1	2.377	0.815
2	1.792	1.029
3	2.797	1.598
4	0.618	0.871
5	1.356	1.206
6	2.278	3.208
7	2.035	2.987
8	1.558	1.185
9	3.644	3.754
1	2.392	0.838
2	1.81	1.012
3	2.793	1.677
4	0.598	0.921
5	1.36	1.214
6	2.194	3.393
7	1.933	2.981
8	1.545	1.213
9	3.707	3.72
1	2.406	0.852
2	1.826	0.966
3	2.751	1.783
4	0.564	0.991
5	1.364	1.219
6	2.12	3.55
7	1.811	2.931
8	1.557	1.225
9	3.747	3.666
1	2.415	0.877
2	1.836	0.928
3	2.715	1.861
4	0.542	1.036
5	1.416	1.178
6	2.055	3.681
7	1.703	2.889
8	1.591	1.261
9	3.833	3.563
1	2.416	0.905
2	1.84	0.865
3	2.657	1.952
4	0.516	1.087
5	1.469	1.143
6	2.042	3.813
7	1.595	2.872
8	1.621	1.292
9	3.944	3.441
1	2.432	0.906
2	1.82	0.83
