1	2.247	0.143
2	2.091	0.246
3	2.165	0.548
4	2.722	0.577
5	2.163	0.515
6	2.095	0.108
7	2.112	0.477
8	2.132	0.327
9	2.252	0.348
10	2.139	0.715
11	1.983	0.042
12	2.169	0.347
13	1.945	0.346
14	2.198	0.051
15	2.22	0.383
16	2.287	0.187
17	2.137	0.42
18	2.081	0.219
19	1.813	0.473
20	2.353	0.205
21	2.071	0.468
22	1.398	2.678
23	5	4.103
24	2.678	1.398
1	2.247	0.144
2	2.09	0.244
3	2.163	0.55
4	2.721	0.579
5	2.162	0.517
6	2.095	0.106
7	2.112	0.477
8	2.128	0.331
9	2.251	0.348
10	2.139	0.716
11	1.96	0.087
12	2.171	0.344
13	1.944	0.348
14	2.202	0.049
15	2.221	0.383
16	2.284	0.19
17	2.137	0.418
18	2.071	0.221
19	1.813	0.473
20	2.352	0.206
21	2.072	0.467
22	1.399	2.678
23	5	4.104
24	2.678	1.399
1	2.246	0.147
2	2.089	0.238
3	2.165	0.548
4	2.718	0.582
5	2.16	0.519
6	2.096	0.126
7	2.112	0.478
8	2.118	0.361
9	2.248	0.347
10	2.139	0.717
11	1.872	0.186
12	2.173	0.342
13	1.943	0.349
14	2.205	0.04
15	2.222	0.384
16	2.284	0.191
17	2.138	0.414
18	2.063	0.222
19	1.813	0.473
20	2.353	0.209
21	2.072	0.462
22	1.397	2.677
23	5	4.104
24	2.677	1.397
1	2.249	0.146
2	2.088	0.235
3	2.167	0.544
4	2.719	0.58
5	2.157	0.527
6	2.096	0.162
7	2.111	0.48
8	2.105	0.394
9	2.246	0.345
10	2.137	0.72
11	1.811	0.251
12	2.173	0.341
13	1.938	0.351
14	2.207	0.025
15	2.222	0.385
16	2.283	0.191
17	2.138	0.408
18	2.064	0.222
19	1.813	0.473
20	2.355	0.211
21	2.073	0.459
22	1.394	2.677
23	5	4.104
24	2.677	1.394
1	2.252	0.143
2	2.088	0.238
3	2.168	0.542
4	2.721	0.578
5	2.153	0.536
6	2.096	0.186
7	2.111	0.481
8	2.096	0.417
9	2.245	0.343
10	2.135	0.722
11	1.733	0.329
12	2.169	0.343
13	1.934	0.353
14	2.207	0.016
15	2.223	0.385
16	2.285	0.189
17	2.138	0.404
18	2.059	0.223
19	1.813	0.473
20	2.358	0.211
21	2.073	0.458
22	1.391	2.678
23	5	4.105
24	2.678	1.391
1	2.255	0.138
2	2.089	0.242
3	2.168	0.54
4	2.721	0.576
5	2.15	0.543
6	2.096	0.213
7	2.111	0.48
8	2.091	0.43
9	2.244	0.347
10	2.134	0.724
11	1.64	0.401
12	2.166	0.345
13	1.935	0.35
14	2.205	0.007
15	2.223	0.387
16	2.286	0.188
17	2.139	0.405
18	2.051	0.223
19	1.813	0.473
20	2.361	0.21
21	2.072	0.453
22	1.387	2.678
23	5	4.106
24	2.678	1.387
1	2.258	0.129
2	2.092	0.246
3	2.167	0.54
4	2.713	0.575
5	2.148	0.548
6	2.096	0.27
7	2.111	0.479
8	2.084	0.445
9	2.242	0.355
10	2.133	0.725
11	1.487	0.529
12	2.163	0.347
13	1.949	0.334
14	2.202	0.002
15	2.223	0.393
16	2.285	0.186
17	2.14	0.407
18	2.035	0.224
19	1.813	0.473
20	2.362	0.211
21	2.072	0.448
22	1.384	2.676
23	5	4.104
24	2.676	1.384
1	2.261	0.121
2	2.09	0.254
3	2.165	0.54
4	2.704	0.574
5	2.145	0.553
6	2.096	0.35
7	2.111	0.478
8	2.094	0.441
9	2.241	0.362
10	2.131	0.727
11	1.351	0.584
12	2.161	0.349
13	1.96	0.321
14	2.2	0.002
15	2.223	0.403
16	2.284	0.185
17	2.14	0.409
18	2.021	0.224
19	1.813	0.473
20	2.363	0.213
21	2.073	0.444
22	1.381	2.676
23	5	4.103
24	2.676	1.381
1	2.263	0.115
2	2.089	0.261
3	2.164	0.54
4	2.695	0.574
5	2.143	0.557
6	2.096	0.417
7	2.11	0.48
8	2.116	0.422
9	2.24	0.368
10	2.13	0.728
11	1.232	0.614
12	2.158	0.351
13	1.969	0.31
14	2.199	0.002
15	2.222	0.409
16	2.284	0.184
17	2.14	0.413
18	2.012	0.225
19	1.813	0.473
20	2.363	0.213
21	2.074	0.44
22	1.38	2.675
23	5	4.104
24	2.675	1.38
1	2.265	0.109
2	2.086	0.269
3	2.161	0.549
4	2.687	0.574
5	2.141	0.56
6	2.096	0.46
7	2.109	0.483
8	2.136	0.45
9	2.239	0.373
10	2.129	0.73
11	1.152	0.633
12	2.155	0.354
13	1.978	0.301
14	2.197	0.002
15	2.223	0.416
16	2.286	0.18
17	2.14	0.417
18	2.001	0.222
19	1.813	0.473
20	2.363	0.213
21	2.075	0.437
22	1.382	2.676
23	5	4.105
24	2.676	1.382
1	2.264	0.101
2	2.084	0.274
3	2.16	0.555
4	2.679	0.573
5	2.14	0.562
6	2.096	0.509
7	2.108	0.485
8	2.149	0.467
9	2.239	0.378
10	2.128	0.731
11	1.05	0.648
12	2.152	0.357
13	1.98	0.299
14	2.195	0.002
15	2.224	0.42
16	2.287	0.186
17	2.14	0.42
18	1.993	0.213
19	1.813	0.473
20	2.363	0.213
21	2.077	0.434
22	1.381	2.677
23	5	4.105
24	2.677	1.381
1	2.264	0.096
2	2.081	0.276
3	2.159	0.561
4	2.671	0.573
5	2.139	0.564
6	2.097	0.55
7	2.107	0.487
8	2.165	0.488
9	2.24	0.381
10	2.127	0.734
11	0.956	0.654
12	2.15	0.358
13	1.982	0.296
14	2.197	0.007
15	2.225	0.423
16	2.289	0.195
17	2.141	0.424
18	1.986	0.205
19	1.813	0.473
20	2.363	0.213
21	2.078	0.432
22	1.38	2.675
23	5	4.106
24	2.675	1.38
1	2.263	0.09
2	2.08	0.277
3	2.162	0.563
4	2.665	0.573
5	2.139	0.565
6	2.097	0.523
7	2.106	0.49
8	2.184	0.423
9	2.241	0.385
10	2.126	0.74
11	0.875	0.659
12	2.149	0.359
13	1.993	0.282
14	2.2	0.013
15	2.226	0.421
16	2.289	0.201
17	2.142	0.428
18	1.98	0.196
19	1.813	0.473
20	2.363	0.214
21	2.08	0.428
22	1.383	2.676
23	5	4.106
24	2.676	1.383
1	2.263	0.086
2	2.081	0.276
3	2.163	0.564
4	2.652	0.574
5	2.138	0.566
6	2.096	0.445
7	2.109	0.494
8	2.201	0.37
9	2.241	0.4
10	2.125	0.744
11	0.804	0.663
12	2.148	0.36
13	2.002	0.27
14	2.203	0.015
15	2.227	0.417
16	2.291	0.207
17	2.144	0.43
18	1.977	0.19
19	1.813	0.473
20	2.365	0.216
21	2.082	0.43
22	1.385	2.676
23	5	4.106
24	2.676	1.385
1	2.263	0.082
2	2.082	0.275
3	2.164	0.564
4	2.621	0.58
5	2.135	0.599
6	2.095	0.381
7	2.112	0.498
8	2.215	0.325
9	2.244	0.412
10	2.124	0.748
11	0.756	0.666
12	2.148	0.359
13	2.017	0.261
14	2.207	0.017
15	2.229	0.413
16	2.291	0.221
17	2.145	0.432
18	1.972	0.167
19	1.813	0.473
20	2.366	0.218
21	2.083	0.435
22	1.385	2.675
23	5	4.107
24	2.675	1.385
1	2.259	0.089
2	2.082	0.274
3	2.162	0.568
4	2.593	0.585
5	2.132	0.63
6	2.095	0.339
7	2.114	0.501
8	2.23	0.294
9	2.248	0.422
10	2.123	0.75
11	0.545	0.845
12	2.149	0.359
13	2.04	0.258
14	2.211	0.019
15	2.229	0.41
16	2.292	0.255
17	2.145	0.434
18	1.968	0.143
19	1.813	0.473
20	2.367	0.221
21	2.084	0.44
22	1.385	2.675
23	5	4.106
24	2.675	1.385
1	2.255	0.096
2	2.087	0.283
3	2.159	0.57
4	2.572	0.555
5	2.129	0.65
6	2.097	0.292
7	2.116	0.503
8	2.239	0.276
9	2.253	0.426
10	2.124	0.74
11	0.355	1
12	2.149	0.359
13	2.066	0.257
14	2.215	0.029
15	2.228	0.408
16	2.293	0.278
17	2.144	0.436
18	1.97	0.121
19	1.813	0.473
20	2.368	0.224
21	2.085	0.451
22	1.385	2.675
23	5	4.106
24	2.675	1.385
1	2.251	0.104
2	2.092	0.292
3	2.157	0.57
4	2.556	0.498
5	2.131	0.673
6	2.098	0.252
7	2.117	0.505
8	2.251	0.256
9	2.254	0.455
10	2.125	0.729
11	0.187	1.129
12	2.15	0.36
13	2.089	0.257
14	2.206	0.047
15	2.227	0.407
16	2.293	0.306
17	2.143	0.438
18	1.976	0.1
19	1.813	0.473
20	2.368	0.228
21	2.086	0.468
22	1.387	2.674
23	5	4.106
24	2.674	1.387
1	2.249	0.109
2	2.091	0.299
3	2.155	0.57
4	2.55	0.456
5	2.142	0.692
6	2.1	0.246
7	2.118	0.505
8	2.262	0.237
9	2.241	0.546
10	2.126	0.721
11	0.039	1.346
12	2.15	0.36
13	2.109	0.257
14	2.188	0.072
15	2.226	0.395
16	2.293	0.329
17	2.142	0.44
18	1.983	0.082
19	1.813	0.473
20	2.369	0.23
21	2.087	0.482
22	1.385	2.673
23	5	4.107
24	2.673	1.385
1	2.25	0.113
2	2.09	0.307
3	2.154	0.57
4	2.544	0.407
5	2.153	0.708
6	2.104	0.315
7	2.118	0.503
8	2.273	0.225
9	2.23	0.621
10	2.126	0.713
11	-0.046	1.501
12	2.152	0.361
13	2.127	0.26
14	2.172	0.125
15	2.223	0.354
16	2.292	0.334
17	2.141	0.441
18	1.992	0.071
19	1.813	0.473
20	2.367	0.234
21	2.088	0.491
22	1.385	2.674
23	5	4.108
24	2.674	1.385
1	2.255	0.114
2	2.089	0.312
3	2.153	0.578
4	2.546	0.359
5	2.162	0.721
6	2.108	0.358
7	2.118	0.534
8	2.283	0.224
9	2.219	0.684
10	2.125	0.707
11	-0.044	1.582
12	2.153	0.361
13	2.149	0.263
14	2.155	0.184
15	2.225	0.382
16	2.29	0.327
17	2.14	0.443
18	2.003	0.058
19	1.813	0.473
20	2.359	0.243
21	2.09	0.501
22	1.385	2.675
23	5	4.11
24	2.675	1.385
1	2.261	0.113
2	2.086	0.318
3	2.151	0.584
4	2.55	0.327
5	2.2	0.802
6	2.112	0.407
7	2.119	0.559
8	2.289	0.224
9	2.21	0.736
10	2.123	0.703
11	-0.042	1.675
12	2.154	0.361
13	2.164	0.265
14	2.141	0.234
15	2.227	0.425
16	2.285	0.319
17	2.14	0.444
18	2.018	0.043
19	1.813	0.473
20	2.335	0.253
21	2.082	0.538
22	1.383	2.674
23	5	4.109
24	2.674	1.383
1	2.264	0.113
2	2.086	0.312
3	2.176	0.578
4	2.554	0.33
5	2.226	0.874
6	2.115	0.437
7	2.119	0.58
8	2.297	0.224
9	2.209	0.77
10	2.122	0.698
11	-0.04	1.753
12	2.155	0.362
13	2.195	0.253
14	2.122	0.283
15	2.218	0.468
16	2.27	0.324
17	2.14	0.443
18	2.046	0.062
19	1.813	0.473
20	2.315	0.263
21	2.072	0.578
22	1.382	2.674
23	5	4.109
24	2.674	1.382
1	2.269	0.112
2	2.086	0.305
3	2.192	0.559
4	2.541	0.338
5	2.257	0.956
6	2.119	0.462
7	2.13	0.589
8	2.305	0.224
9	2.211	0.809
10	2.121	0.695
11	-0.025	1.831
12	2.157	0.361
13	2.222	0.256
14	2.103	0.327
15	2.211	0.496
16	2.246	0.339
17	2.139	0.443
18	2.072	0.091
19	1.813	0.473
20	2.299	0.266
21	2.064	0.612
22	1.381	2.675
23	5	4.109
24	2.675	1.381
1	2.288	0.107
2	2.087	0.298
3	2.211	0.53
4	2.515	0.349
5	2.284	1.025
6	2.123	0.483
7	2.144	0.6
8	2.312	0.225
9	2.226	0.841
10	2.12	0.69
11	0.021	1.909
12	2.154	0.363
13	2.241	0.271
14	2.09	0.354
15	2.203	0.528
